Organization Name,Founded Date,Headquarters Location,Headquarters City,Headquarters State,baden_wuerttemberg,bayern,berlin,brandenburg,bremen,hamburg,hessen,mecklenburg_vorpommern,niedersachsen,nordrhein_westfalen,rheinland_pfalz,saarland,sachsen,sachsen_anhalt,schleswig_holstein,thueringen,Industries,industry,industrials,information_technology,communication_services,real_estate,financials,consumer_discretionary,web3_blockchain,health_care,materials,consumer_staples,other,utilities,energy,Number of Employees,Number of Funding Rounds,Total Funding Amount,Last Funding Type,Last Funding Date,Last Funding Amount,Number of Investors,Number of Articles,Description,Cleaned Industry,Search Query,twitter,instagram,linkedin,ceo_connections,ceo_connections_dummy,Total Funding Currency,Total Funding Amount Clean,Last Funding Currency,Last Funding Amount Clean,fx,fx_source,fx_rate,total_funding,last_funding,age,funding_time_months,startup_stage,industry_clean
Acalta,2021-01-11,"Erlangen, Bayern, Germany",Erlangen,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Health Care, Software",Health Care,0,0,0,0,0,0,0,1,0,0,0,0,0,1-10,1,,Pre-Seed,2022-03-11,,1.0,1.0,Acalta is software for digital networking between patients and medical specialists.,Health Care,Acalta Health Care startup website,0.0,0.0,136000.0,500.0,1,,,,,1.1,historical,1.1,,,4,13,1,health_care
Eldertech,2020-01-01,"Aachen, Nordrhein-Westfalen,",Aachen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Apps, Elder Care, Smart Home",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€25,000",Pre-Seed,2022-03-14,"€25,000",1.0,1.0,Pflegende können durch Cloudbasierte Vernetzung von Hilfsmitteln und Videokommunikation aus der Ferne per App Unterstützung leisten.,Apps,Eldertech Apps startup website,0.0,0.0,0.0,0.0,0,€,25000.0,€,25000.0,1.09,historical,1.09,25000.0,25000.0,5,26,1,information_technology
metacards,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, eSports,,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,"€700,000",Pre-Seed,2022-03-15,"€700,000",1.0,,Metacards creates a global online gamer capital market.,Blockchain,metacards Blockchain startup website,0.0,0.0,0.0,0.0,0,€,700000.0,€,700000.0,1.09,historical,1.09,700000.0,700000.0,3,2,1,web3_blockchain
HeyTimi,2020-11-12,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EdTech, Education",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,51-100,2,"€1,300,000",Pre-Seed,2022-03-17,"€1,200,000",2.0,,HeyTimi empowers tutors and students to have the most exceptional online learning experience through their tutoring application,EdTech,HeyTimi EdTech startup website,0.0,1308.0,633.0,0.0,0,€,1300000.0,€,1200000.0,1.1,historical,1.1,1300000.0,1200000.0,4,16,1,consumer_discretionary
MHSP Global Solutions,2022-03-03,"Essen, Nordrhein-Westfalen, Germany",Essen,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Outsourcing, Product Management,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€125,000",Pre-Seed,2022-03-22,"€125,000",2.0,,"We provide world-class tech teams and solutions by sourcing, upskilling and enabling talent.",Outsourcing,MHSP Global Solutions Outsourcing startup website,0.0,0.0,124.0,139.0,0,€,125000.0,€,125000.0,1.1,historical,1.1,125000.0,125000.0,2,0,1,industrials
Superlist,2020-07-31,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Consulting, Data Integration, Information Technology,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€13,500,000",Seed,2022-03-25,"€10,000,000",4.0,11.0,Superlist is a collaboration tool reimagining workplace productivity through technology.,Consulting,Superlist Consulting startup website,0.0,0.0,4000.0,500.0,1,€,13500000.0,€,10000000.0,1.1,historical,1.1,13500000.0,10000000.0,4,19,2,industrials
Klar,2021-01-01,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Data Center, E-Commerce, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€2,300,000",Seed,2022-03-29,"€2,300,000",7.0,,Klar engages in building data platforms for growing e-commerce brands.,Data Center,Klar Data Center startup website,0.0,0.0,2000.0,500.0,1,€,2300000.0,€,2300000.0,1.1,historical,1.1,2300000.0,2300000.0,4,14,2,information_technology
Pillio,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Electronic Health Record (EHR),,",Other,0,0,0,0,0,0,0,0,0,0,1,0,0,1-10,1,"€100,000",Pre-Seed,2022-03-31,"€100,000",1.0,,Pillio simplifies healthcare by connecting providers through one platform to facilitate a patient-centric health experience.,Electronic Health Record (EHR),Pillio Electronic Health Record (EHR) startup website,0.0,680.0,587.0,500.0,1,€,100000.0,€,100000.0,1.12,historical,1.12,100000.0,100000.0,3,2,1,other
Composable Finance,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi),,",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,51-100,2,"$39,000,000",Series A,2022-03-31,"$32,000,000",30.0,9.0,Composable Finance is building the interoperable infrastructure for modular DeFi.,Blockchain,Composable Finance Blockchain startup website,189.0,0.0,3000.0,500.0,1,$,39000000.0,$,32000000.0,1.12,historical,1.12,43680000.00000001,35840000.0,4,14,3,web3_blockchain
Hortiya,2020-06-01,"Duisburg, Nordrhein-Westfalen,",Duisburg,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Agriculture, AgTech, AI,,,,,,",Consumer Staples,0,0,0,0,0,0,0,0,0,1,0,0,0,1-10,1,"€1,000,000",Pre-Seed,2022-04-01,"€1,000,000",,2.0,IT Services and IT Consulting,Agriculture,Hortiya Agriculture startup website,0.0,0.0,1000.0,500.0,1,€,1000000.0,€,1000000.0,1.11,historical,1.11,1000000.0,1000000.0,4,21,1,consumer_staples
Preventio,2021-09-21,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AI, Chemical,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€1,350,000",Pre-Seed,2022-04-04,"€1,350,000",6.0,1.0,Preventio is an AI-based solution that specializes in identifying and preventing pipe damages.,AI,Preventio AI startup website,0.0,0.0,7000.0,500.0,1,€,1350000.0,€,1350000.0,1.1,historical,1.1,1350000.0,1350000.0,3,6,1,information_technology
Optimo,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"B2B, EdTech, SaaS, Web Apps",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"$120,000",Pre-Seed,2022-04-04,"$120,000",1.0,,Optimo is a B2B SaaS and EdTech company that provides blue-collar workers with peer-to-peer gamified learning.,B2B,Optimo B2B startup website,0.0,0.0,315.0,112.0,0,$,120000.0,$,120000.0,1.1,historical,1.1,132000.0,132000.0,4,15,1,industrials
Nous,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency, Financial Services",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,,Seed,2022-04-04,,,,Nous is a blockchain company.,Blockchain,Nous Blockchain startup website,0.0,0.0,0.0,0.0,0,,,,,1.1,historical,1.1,,,3,3,2,web3_blockchain
LifeTap,2021-01-07,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$230,134",Pre-Seed,2022-04-05,"$120,000",1.0,6.0,group recommendations for your leisure time,AI,LifeTap AI startup website,30.0,0.0,886.0,500.0,1,$,230134.0,$,120000.0,1.1,historical,1.1,253147.4,132000.0,4,14,1,information_technology
Lyntics,2021-01-01,"München, Bayern, Germany",München,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Data Center, Developer Platform,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€3,200,000",Seed,2022-04-05,"€3,200,000",3.0,1.0,Lyntics is a software company that offers a data literacy platform.,Analytics,Lyntics Analytics startup website,6.0,0.0,668.0,500.0,1,€,3200000.0,€,3200000.0,1.1,historical,1.1,3200000.0,3200000.0,4,15,2,information_technology
mysupply,2020-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AI, Procurement,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2022-04-06,,1.0,,"SaaS, Procurement, Tender Process, Supplier Search, Offer Evaluation, Strategy Engine, Automized Negotiations, Lot Creation, AI",AI,mysupply AI startup website,0.0,48.0,3168.0,500.0,1,,,,,1.09,historical,1.09,,,5,27,1,information_technology
claimd. app,2021-01-01,"Freiburg, Baden-Wurttemberg,",Freiburg,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ad Exchange, Ad Network, Ad Server,,,,,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,11-50,1,"$250,000",Seed,2022-04-07,"$250,000",1.0,,CLAIMD is re-inventing social media advertising.,Ad Exchange,claimd. app Ad Exchange startup website,0.0,0.0,3000.0,500.0,1,$,250000.0,$,250000.0,1.09,historical,1.09,272500.0,272500.0,4,15,2,communication_services
IUNA.AI,2020-06-01,"Untergruppenbach, Baden-Wurttemberg,",Untergruppenbach,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2022-04-07,,1.0,,IUNA.AI provides AI vision systems for industrial manufacturing.,AI,IUNA.AI AI startup website,0.0,0.0,456.0,208.0,0,,,,,1.09,historical,1.09,,,4,22,1,information_technology
countX,2020-11-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Financial Services, Software",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2022-04-12,,3.0,,countX is an automated VAT compliance platform.,Financial Services,countX Financial Services startup website,0.0,104.0,2000.0,500.0,1,,,,,1.09,historical,1.09,,,4,17,1,financials
cofenster,2021-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Music, Software, Video",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,"$1,782,000",Seed,2022-04-12,"$1,782,000",,,cofenster is Germany's leading video software for creating authentic videos in just a few minutes.,Music,cofenster Music startup website,0.0,0.0,3000.0,500.0,1,$,1782000.0,$,1782000.0,1.09,historical,1.09,1942380.0,1942380.0,4,15,2,communication_services
Procuros,2021-01-01,"Hamburg, Hamburg, Germany",Hamburg,Hamburg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Software,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"$10,181,895",Seed,2022-04-12,"$9,000,000",12.0,2.0,Connect Once. Integrate all trade Partners. - The new standard in B2B transactions,Software,Procuros Software startup website,0.0,0.0,3000.0,500.0,1,$,10181895.0,$,9000000.0,1.09,historical,1.09,11098265.55,9810000.0,4,15,2,information_technology
Ivy Protocol,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cryptocurrency, Funding Platform,",Financials,0,0,0,0,1,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-04-13,,1.0,,Ivy Protocol is a carbon offset projects with the funding and resources.,Cryptocurrency,Ivy Protocol Cryptocurrency startup website,346.0,0.0,0.0,0.0,0,,,,,1.08,historical,1.08,,,3,3,1,financials
Wikimove,2022-01-01,"Bamberg, Bayern, Germany",Bamberg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Information Technology, Logistics,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-04-14,,1.0,,Wikimove develops and creates a digital tool that shares visual reference of mobility status and transportation services.,Information Technology,Wikimove Information Technology startup website,0.0,75.0,575.0,500.0,1,,,,,1.09,historical,1.09,,,3,3,1,information_technology
dreamteam,2021-07-26,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Human Resources, Information Technology,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€600,000",Pre-Seed,2022-04-15,"€600,000",2.0,,SaaS-enabled B2B marketplace for teambuilding,Human Resources,dreamteam Human Resources startup website,0.0,0.0,4000.0,500.0,1,€,600000.0,€,600000.0,1.08,historical,1.08,600000.0,600000.0,3,8,1,industrials
ModuGen,2020-10-15,"Kehl, Baden-Wurttemberg, Germany",Kehl,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Civil Engineering, Construction,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,330,000",Seed,2022-04-19,"€1,200,000",,,"Software based Services, SaaS",Civil Engineering,ModuGen Civil Engineering startup website,0.0,0.0,1000.0,500.0,1,€,1330000.0,€,1200000.0,1.08,historical,1.08,1330000.0,1200000.0,4,18,2,industrials
Vaayu,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"CleanTech, Green Consumer Goods,,",Consumer Staples,0,0,0,0,0,0,0,0,0,1,0,0,0,51-100,2,"$13,100,000",Seed,2022-04-20,"$11,500,000",10.0,5.0,Software that helps retailers track and cut carbon in real-time.,CleanTech,Vaayu CleanTech startup website,287.0,0.0,11000.0,500.0,1,$,13100000.0,$,11500000.0,1.08,historical,1.08,14148000.0,12420000.0,4,15,2,consumer_staples
Synsor ai,2021-05-27,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Machine Learning,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Seed,2022-04-20,,1.0,,"Quality inspection for manufacturers - low cost, precise, powered by deep learning",AI,Synsor ai AI startup website,0.0,0.0,22000.0,500.0,1,,,,,1.08,historical,1.08,,,3,10,2,information_technology
Freshflow,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Food Delivery,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€1,700,000",Seed,2022-04-21,"€1,700,000",7.0,4.0,Freshflow is harnessing AI to build the food supply chain technology of the future and tackle global food waste.,AI,Freshflow AI startup website,0.0,0.0,10000.0,500.0,1,€,1700000.0,€,1700000.0,1.08,historical,1.08,1700000.0,1700000.0,4,15,2,information_technology
Go Tiger,2022-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Delivery, E-Commerce, Grocery",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Pre-Seed,2022-04-21,,5.0,,Go Tiger delivers groceries online.,Apps,Go Tiger Apps startup website,0.0,3909.0,1000.0,500.0,1,,,,,1.08,historical,1.08,,,3,3,1,information_technology
Cogram,2021-12-04,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Information Technology,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,"$4,500,000",Seed,2022-04-23,"$4,000,000",3.0,1.0,The intelligent AI coworker for your team,AI,Cogram AI startup website,354.0,49.0,2000.0,500.0,1,$,4500000.0,$,4000000.0,1.08,historical,1.08,4860000.0,4320000.0,3,4,2,information_technology
Human Labs,2022-02-22,"Grünwald, Bayern, Germany",Grünwald,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AI,Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,"€1,300,000",Pre-Seed,2022-04-27,"€1,300,000",2.0,5.0,Building the strongest communities.,AI,Human Labs AI startup website,0.0,0.0,225.0,34.0,0,€,1300000.0,€,1300000.0,1.06,historical,1.06,1300000.0,1300000.0,2,2,1,information_technology
Pollinations,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blockchain, Cryptocurrency",Web3/Blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,1-10,1,"$100,000",Pre-Seed,2022-04-27,"$100,000",1.0,1.0,Pollinations is the platform for creating AI tech developing tools.,Blockchain,Pollinations Blockchain startup website,461.0,0.0,198.0,500.0,1,$,100000.0,$,100000.0,1.06,historical,1.06,106000.0,106000.0,4,15,1,web3_blockchain
automaited,2021-01-01,"Köln, Nordrhein-Westfalen, Germany",Köln,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AI, B2B,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"€5,000,000",Seed,2022-04-28,"€4,000,000",4.0,,"World’s first general process AI that automatically automates any business process. Quick, easy, efficient.",AI,automaited AI startup website,0.0,0.0,4000.0,500.0,1,€,5000000.0,€,4000000.0,1.06,historical,1.06,5000000.0,4000000.0,4,15,2,information_technology
MARA Solutions,2020-03-31,"Mannheim, Baden-Wurttemberg,",Mannheim,Baden-Wurttemberg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, AI,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,3,"€747,000",Seed,2022-05-01,"€500,000",,,AI Review Reply Assistant & Customer Review Analytics,Analytics,MARA Solutions Analytics startup website,0.0,0.0,3000.0,500.0,1,€,747000.0,€,500000.0,1.05,historical,1.05,747000.0,500000.0,4,25,2,information_technology
WebSniffer,2022-01-01,"Nuremberg, Bayern, Germany",Nuremberg,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Big Data, Business Intelligence,,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-05-01,,,26.0,An intelligence platform that tracks changes on the web and provides actionable insights,Analytics,WebSniffer Analytics startup website,724.0,24.0,3000.0,500.0,1,,,,,1.05,historical,1.05,,,3,3,1,information_technology
charly,2020-10-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Compliance, Developer Tools,,,,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$1,553,523",Pre-Seed,2022-05-01,"€1,000,000",1.0,1.0,Charly Group created a hybrid work management framework for individual work levels.,Compliance,charly Compliance startup website,0.0,0.0,3000.0,500.0,1,$,1553523.0,€,1000000.0,1.05,historical,1.05,1631199.15,1000000.0,4,18,1,industrials
accessia,2022-04-19,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Business Development, Productivity Tools,",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-05-01,,1.0,,Track and manage software subscriptions,Business Development,accessia Business Development startup website,969.0,0.0,5000.0,500.0,1,,,,,1.05,historical,1.05,,,2,0,1,industrials
UniApp,2020-12-03,"Frankfurt, Hessen, Germany",Frankfurt,Hessen,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"EdTech, Education, Higher Education",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,11-50,1,"€1,000,000",Seed,2022-05-02,"€1,000,000",,5.0,UniApp is an EdTech Empowering International Education,EdTech,UniApp EdTech startup website,0.0,0.0,3000.0,500.0,1,€,1000000.0,€,1000000.0,1.05,historical,1.05,1000000.0,1000000.0,4,16,2,consumer_discretionary
Geany,2021-01-01,"Cologne, Nordrhein-Westfalen,",Cologne,Nordrhein-Westfalen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Desktop Apps, Developer Tools,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"A$190,000",Pre-Seed,2022-05-09,"A$190,000",1.0,1.0,Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environment.,Desktop Apps,Geany Desktop Apps startup website,0.0,0.0,0.0,0.0,0,$,190000.0,$,190000.0,1.05,historical,1.05,199500.0,199500.0,4,16,1,information_technology
CibusCell,2020-01-01,"Speyer, Rheinland-Pfalz, Germany",Speyer,Rheinland-Pfalz,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Big Data, Collaboration, Internet of Things,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,1,,Seed,2022-05-09,,1.0,1.0,CibusCell provides an open Software-as-a-Service (SaaS) platform for climate neutral energy suppliers.,Big Data,CibusCell Big Data startup website,0.0,0.0,2000.0,500.0,1,,,,,1.05,historical,1.05,,,5,28,2,information_technology
emplu,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Apps, Employee Benefits, Software",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,,Pre-Seed,2022-05-10,,8.0,,emplu develops a software platform for building salary packages as diverse as the people involved.,Apps,emplu Apps startup website,0.0,0.0,2000.0,500.0,1,,,,,1.06,historical,1.06,,,4,16,1,information_technology
Fyrfeed,2020-10-10,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Content Marketing,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,4,"€2,430,000",Seed,2022-05-17,"€2,000,000",11.0,,"Fyrfeed is an AI-powered subscription service delivering high-quality, ready-to-publish content for b2b customers.",AI,Fyrfeed AI startup website,0.0,0.0,5000.0,500.0,1,€,2430000.0,€,2000000.0,1.04,historical,1.04,2430000.0,2000000.0,4,19,2,information_technology
Yoffix,2020-12-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Human Resources, SaaS, Software",Industrials,1,0,0,0,0,0,0,0,0,0,0,0,0,11-50,1,"€550,000",Seed,2022-05-19,"€550,000",1.0,2.0,Hybrid work platform and solution.,Human Resources,Yoffix Human Resources startup website,0.0,0.0,3000.0,500.0,1,€,550000.0,€,550000.0,1.05,historical,1.05,550000.0,550000.0,4,17,2,industrials
Biralabs,2021-12-16,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Art, AI,,",Communication Services,0,0,1,0,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-05-20,,1.0,,AI generated Illustrations,Art,Biralabs Art startup website,0.0,0.0,13.0,1.0,0,,,,,1.06,historical,1.06,,,3,5,1,communication_services
Twain,2021-10-07,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"AI, Sales",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,11-50,2,"$4,554,338",Pre-Seed,2022-05-23,"$4,000,000",16.0,,AI communication assistant for outreach.,AI,Twain AI startup website,0.0,0.0,4000.0,11700.0,1,$,4554338.0,$,4000000.0,1.06,historical,1.06,4827598.28,4240000.0,3,7,1,information_technology
DeepImmo,2020-06-18,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Real Estate, Software",Real Estate,0,0,0,1,0,0,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-05-23,,,,DeepImmo offers real estate location analysis.,Real Estate,DeepImmo Real Estate startup website,0.0,0.0,795.0,500.0,1,,,,,1.06,historical,1.06,,,4,23,1,real_estate
PatentPlus,2021-01-01,"Berlin, Berlin, Germany",Berlin,Berlin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Analytics, Information Technology,,,,,,",Information Technology,0,1,0,0,0,0,0,0,0,0,0,0,0,1-10,2,,Seed,2022-05-31,,3.0,4.0,PatentPlus is a digital B2B marketplace for patented technologies that connects research organizations with corporations and investors.,Analytics,PatentPlus Analytics startup website,0.0,0.0,262.0,447.0,0,,,,,1.08,historical,1.08,,,4,16,2,information_technology
Clypp,2020-03-24,"Munich, Bayern, Germany",Munich,Bayern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"E-Learning, Information Services,,,,,",Consumer Discretionary,0,0,0,0,0,1,0,0,0,0,0,0,0,1-10,1,,Pre-Seed,2022-06-01,,1.0,1.0,Clypp empowers employees to share their knowledge through short video tutorials,E-Learning,Clypp E-Learning startup website,0.0,81.0,1000.0,500.0,1,,,,,1.07,historical,1.07,,,4,26,1,consumer_discretionary
